session_key,visitorid,event_count,view_count,addtocart_count,transaction_count,view_to_cart_ratio,unique_items_count,session_age_seconds,inter_event_interval_mean,recency_last_cart_seconds,has_transaction
1177893_1,1177893,2.0,1.0,1.0,0.0,1.0,2.0,479.49,479.493,479.49,0.0
1177938_1,1177938,3.0,2.0,1.0,0.0,2.0,1.0,1572.35,786.175,1496.72,0.0
1177986_1,1177986,2.0,1.0,1.0,0.0,1.0,1.0,59.59,59.591,0.0,0.0
1177997_1,1177997,2.0,1.0,1.0,0.0,1.0,1.0,54.09,54.09,0.0,0.0
1178063_1,1178063,3.0,0.0,3.0,0.0,0.0,3.0,24.87,12.437,0.0,0.0
1178063_2,1178063,2.0,1.0,1.0,0.0,1.0,1.0,4.17,4.168,0.0,0.0
1178073_1,1178073,87.0,54.0,17.0,16.0,3.1765,47.0,3243.21,37.712,1208.56,1.0
1178082_1,1178082,3.0,1.0,1.0,1.0,1.0,1.0,195.13,97.564,168.85,1.0
1178186_2,1178186,2.0,0.0,1.0,1.0,0.0,1.0,163.42,163.417,163.42,1.0
1178290_2,1178290,42.0,37.0,3.0,2.0,12.3333,12.0,6833.85,166.679,1095.09,1.0
1178369_1,1178369,3.0,2.0,1.0,0.0,2.0,2.0,230.58,115.289,0.0,0.0
1178444_1,1178444,5.0,4.0,1.0,0.0,4.0,4.0,166.98,41.746,0.0,0.0
1178479_1,1178479,6.0,5.0,1.0,0.0,5.0,4.0,679.84,135.968,526.24,0.0
1178479_3,1178479,47.0,34.0,13.0,0.0,2.6154,24.0,4538.77,98.669,21.72,0.0
1178494_1,1178494,8.0,4.0,2.0,2.0,2.0,2.0,2151.11,307.301,814.04,1.0
1178506_2,1178506,2.0,0.0,1.0,1.0,0.0,1.0,217.97,217.967,217.97,1.0
1178510_1,1178510,2.0,1.0,1.0,0.0,1.0,1.0,26.76,26.76,0.0,0.0
1178560_1,1178560,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1178600_1,1178600,5.0,4.0,1.0,0.0,4.0,5.0,145.96,36.49,145.96,0.0
1178663_1,1178663,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1178704_3,1178704,7.0,6.0,1.0,0.0,6.0,2.0,1863.75,310.626,0.0,0.0
1178716_1,1178716,2.0,1.0,1.0,0.0,1.0,1.0,87.02,87.016,0.0,0.0
1178739_1,1178739,6.0,5.0,1.0,0.0,5.0,4.0,245.5,49.099,0.0,0.0
1178774_1,1178774,5.0,4.0,1.0,0.0,4.0,2.0,586.54,146.636,0.0,0.0
1178787_1,1178787,2.0,1.0,1.0,0.0,1.0,2.0,240.52,240.519,0.0,0.0
1178850_2,1178850,2.0,1.0,1.0,0.0,1.0,1.0,3.7,3.697,0.0,0.0
1178934_1,1178934,2.0,1.0,1.0,0.0,1.0,1.0,14.93,14.926,0.0,0.0
1178955_1,1178955,5.0,4.0,1.0,0.0,4.0,2.0,469.7,117.425,251.14,0.0
1178955_2,1178955,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1178971_2,1178971,2.0,1.0,1.0,0.0,1.0,1.0,37.03,37.035,0.0,0.0
1179005_1,1179005,9.0,5.0,4.0,0.0,1.25,5.0,2494.37,311.796,0.0,0.0
1179005_3,1179005,18.0,11.0,7.0,0.0,1.5714,9.0,3074.61,180.859,135.78,0.0
1179005_5,1179005,10.0,9.0,1.0,0.0,9.0,9.0,735.46,81.717,0.0,0.0
1179005_6,1179005,25.0,4.0,7.0,14.0,0.5714,14.0,4405.82,183.576,957.33,1.0
1179012_2,1179012,8.0,7.0,1.0,0.0,7.0,6.0,1476.74,210.963,826.62,0.0
1179018_1,1179018,3.0,1.0,1.0,1.0,1.0,1.0,814.02,407.008,212.26,1.0
1179032_1,1179032,4.0,3.0,1.0,0.0,3.0,1.0,1123.6,374.534,62.04,0.0
1179073_1,1179073,2.0,1.0,1.0,0.0,1.0,1.0,8.07,8.067,0.0,0.0
1179113_3,1179113,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1179149_1,1179149,2.0,1.0,1.0,0.0,1.0,1.0,23.34,23.344,0.0,0.0
1179152_1,1179152,3.0,1.0,1.0,1.0,1.0,1.0,102.79,51.393,99.96,1.0
1179155_1,1179155,3.0,2.0,1.0,0.0,2.0,2.0,25.27,12.633,0.0,0.0
1179164_1,1179164,5.0,4.0,1.0,0.0,4.0,1.0,2583.32,645.83,2504.68,0.0
1179164_2,1179164,3.0,2.0,1.0,0.0,2.0,1.0,477.37,238.687,45.41,0.0
1179166_1,1179166,2.0,1.0,1.0,0.0,1.0,2.0,127.27,127.269,0.0,0.0
1179277_1,1179277,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1179277_3,1179277,4.0,3.0,1.0,0.0,3.0,3.0,342.34,114.115,0.0,0.0
1179331_2,1179331,5.0,2.0,2.0,1.0,1.0,2.0,588.87,147.218,488.94,1.0
1179331_3,1179331,2.0,0.0,1.0,1.0,0.0,1.0,91.63,91.634,91.63,1.0
117934_1,117934,16.0,10.0,3.0,3.0,3.3333,6.0,1112.97,74.198,342.87,1.0
1179362_1,1179362,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1179416_1,1179416,5.0,1.0,2.0,2.0,0.5,2.0,427.2,106.8,306.73,1.0
1179474_1,1179474,2.0,1.0,1.0,0.0,1.0,2.0,0.69,0.688,0.0,0.0
1179500_1,1179500,2.0,1.0,1.0,0.0,1.0,1.0,51.53,51.531,0.0,0.0
1179528_1,1179528,2.0,1.0,1.0,0.0,1.0,1.0,62.5,62.497,0.0,0.0
117962_1,117962,9.0,8.0,1.0,0.0,8.0,4.0,518.8,64.85,162.82,0.0
1179650_1,1179650,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1179650_2,1179650,3.0,0.0,2.0,1.0,0.0,1.0,338.91,169.457,319.2,1.0
1179672_1,1179672,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1179687_1,1179687,5.0,3.0,2.0,0.0,1.5,2.0,98.34,24.585,11.28,0.0
1179717_1,1179717,3.0,2.0,1.0,0.0,2.0,2.0,106.12,53.062,80.42,0.0
1179729_1,1179729,3.0,2.0,1.0,0.0,2.0,1.0,374.4,187.202,0.0,0.0
117973_1,117973,7.0,5.0,1.0,1.0,5.0,4.0,1336.11,222.685,1183.16,1.0
1179749_2,1179749,3.0,2.0,1.0,0.0,2.0,1.0,116.99,58.493,0.0,0.0
1179782_2,1179782,3.0,1.0,1.0,1.0,1.0,1.0,136.39,68.194,132.16,1.0
117980_1,117980,4.0,3.0,1.0,0.0,3.0,1.0,170.33,56.776,82.25,0.0
1179864_1,1179864,5.0,4.0,1.0,0.0,4.0,3.0,306.78,76.694,0.0,0.0
117987_1,117987,2.0,1.0,1.0,0.0,1.0,1.0,4.05,4.053,0.0,0.0
1180008_3,1180008,2.0,1.0,1.0,0.0,1.0,1.0,15.26,15.257,0.0,0.0
1180041_1,1180041,13.0,4.0,9.0,0.0,0.4444,1.0,140.12,11.676,0.0,0.0
1180041_3,1180041,9.0,4.0,2.0,3.0,2.0,2.0,629.86,78.732,50.97,1.0
118004_1,118004,3.0,2.0,1.0,0.0,2.0,1.0,298.97,149.486,0.0,0.0
1180076_1,1180076,8.0,6.0,2.0,0.0,3.0,2.0,464.65,66.379,0.0,0.0
1180130_1,1180130,3.0,2.0,1.0,0.0,2.0,1.0,154.52,77.262,120.38,0.0
118013_1,118013,5.0,4.0,1.0,0.0,4.0,3.0,268.51,67.128,122.97,0.0
1180174_1,1180174,5.0,4.0,1.0,0.0,4.0,2.0,1127.73,281.934,805.06,0.0
1180199_3,1180199,43.0,36.0,7.0,0.0,5.1429,27.0,2664.36,63.437,105.68,0.0
1180229_2,1180229,4.0,2.0,1.0,1.0,2.0,1.0,337.74,112.581,289.08,1.0
1180233_1,1180233,7.0,5.0,2.0,0.0,2.5,3.0,300.57,50.095,147.08,0.0
1180332_1,1180332,3.0,2.0,1.0,0.0,2.0,1.0,235.62,117.808,0.0,0.0
1180434_1,1180434,2.0,1.0,1.0,0.0,1.0,1.0,586.97,586.973,0.0,0.0
1180439_3,1180439,4.0,2.0,1.0,1.0,2.0,1.0,769.22,256.405,495.98,1.0
1180485_2,1180485,3.0,2.0,1.0,0.0,2.0,1.0,21.82,10.912,21.82,0.0
1180720_1,1180720,18.0,17.0,1.0,0.0,17.0,9.0,3358.54,197.561,1473.36,0.0
1180731_1,1180731,3.0,1.0,1.0,1.0,1.0,1.0,114.57,57.284,95.03,1.0
1180735_1,1180735,3.0,2.0,1.0,0.0,2.0,2.0,147.98,73.988,0.0,0.0
1180735_6,1180735,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1180738_1,1180738,2.0,1.0,1.0,0.0,1.0,1.0,760.76,760.761,0.0,0.0
1180784_1,1180784,6.0,5.0,1.0,0.0,5.0,2.0,168.21,33.641,111.97,0.0
1180790_3,1180790,6.0,5.0,1.0,0.0,5.0,5.0,462.93,92.586,221.02,0.0
1180838_1,1180838,2.0,0.0,1.0,1.0,0.0,1.0,225.28,225.282,225.28,1.0
1180876_1,1180876,2.0,1.0,1.0,0.0,1.0,1.0,6.0,6.002,0.0,0.0
1180918_1,1180918,2.0,1.0,1.0,0.0,1.0,1.0,11.64,11.641,0.0,0.0
1180950_6,1180950,8.0,7.0,1.0,0.0,7.0,3.0,2480.95,354.421,1736.59,0.0
1180950_7,1180950,5.0,3.0,1.0,1.0,3.0,1.0,1199.96,299.991,926.79,1.0
1180974_2,1180974,3.0,2.0,1.0,0.0,2.0,1.0,537.79,268.895,0.0,0.0
1181010_1,1181010,7.0,6.0,1.0,0.0,6.0,5.0,1632.96,272.16,1632.96,0.0
1181066_1,1181066,2.0,1.0,1.0,0.0,1.0,1.0,886.62,886.625,0.0,0.0
1181190_1,1181190,6.0,5.0,1.0,0.0,5.0,3.0,908.62,181.725,104.22,0.0
1181206_1,1181206,7.0,3.0,2.0,2.0,1.5,2.0,863.81,143.968,450.24,1.0
1181295_1,1181295,7.0,6.0,1.0,0.0,6.0,5.0,1124.41,187.402,948.89,0.0
118129_2,118129,14.0,6.0,5.0,3.0,1.2,6.0,1366.03,105.079,374.98,1.0
1181362_1,1181362,2.0,1.0,1.0,0.0,1.0,1.0,103.87,103.872,0.0,0.0
1181370_1,1181370,6.0,4.0,2.0,0.0,2.0,3.0,210.43,42.086,135.92,0.0
1181373_1,1181373,4.0,3.0,1.0,0.0,3.0,1.0,486.36,162.12,0.0,0.0
1181395_1,1181395,4.0,3.0,1.0,0.0,3.0,2.0,1053.05,351.018,1045.76,0.0
1181403_3,1181403,2.0,1.0,1.0,0.0,1.0,1.0,151.41,151.408,0.0,0.0
1181406_1,1181406,17.0,11.0,3.0,3.0,3.6667,4.0,4960.19,310.012,185.7,1.0
1181517_1,1181517,3.0,2.0,1.0,0.0,2.0,2.0,101.07,50.536,0.0,0.0
1181560_1,1181560,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1181612_1,1181612,4.0,3.0,1.0,0.0,3.0,3.0,223.2,74.401,171.96,0.0
1181626_2,1181626,4.0,3.0,1.0,0.0,3.0,2.0,342.06,114.018,47.88,0.0
1181719_1,1181719,2.0,1.0,1.0,0.0,1.0,1.0,58.92,58.925,0.0,0.0
118172_1,118172,2.0,1.0,1.0,0.0,1.0,1.0,11.23,11.233,0.0,0.0
1181755_1,1181755,3.0,2.0,1.0,0.0,2.0,1.0,212.31,106.153,65.92,0.0
1181756_1,1181756,3.0,2.0,1.0,0.0,2.0,1.0,286.56,143.278,81.98,0.0
1181785_2,1181785,10.0,7.0,3.0,0.0,2.3333,3.0,1137.46,126.384,951.86,0.0
1181805_1,1181805,2.0,1.0,1.0,0.0,1.0,1.0,79.15,79.146,0.0,0.0
1181805_2,1181805,3.0,1.0,2.0,0.0,0.5,2.0,420.53,210.266,0.0,0.0
1181809_1,1181809,2.0,1.0,1.0,0.0,1.0,1.0,276.05,276.048,0.0,0.0
1181833_1,1181833,2.0,1.0,1.0,0.0,1.0,1.0,2.55,2.548,0.0,0.0
1181848_5,1181848,12.0,6.0,4.0,2.0,1.5,3.0,1144.48,104.043,122.18,1.0
1181869_5,1181869,3.0,2.0,1.0,0.0,2.0,2.0,86.87,43.433,86.87,0.0
118186_2,118186,3.0,2.0,1.0,0.0,2.0,1.0,129.53,64.766,16.19,0.0
118199_1,118199,10.0,9.0,1.0,0.0,9.0,9.0,593.06,65.896,99.26,0.0
118200_1,118200,4.0,2.0,1.0,1.0,2.0,2.0,782.67,260.891,743.81,1.0
1182127_1,1182127,2.0,1.0,1.0,0.0,1.0,2.0,135.81,135.813,0.0,0.0
1182180_1,1182180,4.0,3.0,1.0,0.0,3.0,3.0,1689.0,563.002,0.0,0.0
1182211_1,1182211,3.0,2.0,1.0,0.0,2.0,1.0,265.45,132.727,238.67,0.0
1182251_1,1182251,2.0,1.0,1.0,0.0,1.0,1.0,28.03,28.029,28.03,0.0
1182291_2,1182291,2.0,1.0,1.0,0.0,1.0,1.0,95.58,95.576,0.0,0.0
1182310_2,1182310,26.0,25.0,1.0,0.0,25.0,6.0,1977.58,79.103,756.07,0.0
1182324_1,1182324,6.0,3.0,2.0,1.0,1.5,3.0,754.89,150.979,380.21,1.0
1182345_1,1182345,6.0,5.0,1.0,0.0,5.0,6.0,666.65,133.33,580.85,0.0
118234_1,118234,3.0,1.0,1.0,1.0,1.0,1.0,210.75,105.374,206.44,1.0
1182369_1,1182369,3.0,2.0,1.0,0.0,2.0,1.0,117.38,58.688,0.0,0.0
1182578_1,1182578,5.0,4.0,1.0,0.0,4.0,2.0,609.63,152.407,44.26,0.0
1182615_1,1182615,3.0,2.0,1.0,0.0,2.0,2.0,14.96,7.482,0.0,0.0
1182642_1,1182642,3.0,2.0,1.0,0.0,2.0,2.0,190.93,95.464,0.0,0.0
1182649_1,1182649,5.0,3.0,1.0,1.0,3.0,2.0,1337.71,334.428,1312.04,1.0
1182690_1,1182690,2.0,1.0,1.0,0.0,1.0,1.0,209.18,209.176,0.0,0.0
118274_2,118274,4.0,2.0,1.0,1.0,2.0,1.0,1146.67,382.224,306.18,1.0
1182751_1,1182751,3.0,2.0,1.0,0.0,2.0,2.0,33.92,16.961,0.0,0.0
1182763_1,1182763,2.0,0.0,2.0,0.0,0.0,1.0,0.14,0.141,0.0,0.0
1182823_1,1182823,4.0,2.0,1.0,1.0,2.0,2.0,784.33,261.442,395.16,1.0
1182859_1,1182859,4.0,3.0,1.0,0.0,3.0,1.0,111.78,37.259,91.01,0.0
1182895_1,1182895,3.0,2.0,1.0,0.0,2.0,2.0,531.17,265.586,531.17,0.0
1182897_1,1182897,9.0,7.0,2.0,0.0,3.5,3.0,632.42,79.053,439.41,0.0
118294_1,118294,2.0,0.0,2.0,0.0,0.0,2.0,514.5,514.5,0.0,0.0
1183035_1,1183035,7.0,6.0,1.0,0.0,6.0,4.0,836.18,139.363,0.0,0.0
1183078_1,1183078,24.0,21.0,3.0,0.0,7.0,15.0,4095.0,178.043,1967.55,0.0
1183087_1,1183087,7.0,6.0,1.0,0.0,6.0,4.0,1018.78,169.796,145.85,0.0
1183087_2,1183087,5.0,1.0,2.0,2.0,0.5,2.0,1044.52,261.131,963.45,1.0
1183089_1,1183089,2.0,1.0,1.0,0.0,1.0,2.0,45.8,45.799,0.0,0.0
1183092_3,1183092,12.0,9.0,3.0,0.0,3.0,9.0,764.15,69.468,0.0,0.0
1183092_4,1183092,5.0,3.0,2.0,0.0,1.5,4.0,467.97,116.992,345.45,0.0
1183199_1,1183199,6.0,4.0,1.0,1.0,4.0,1.0,1784.64,356.928,222.2,1.0
118319_1,118319,2.0,0.0,1.0,1.0,0.0,1.0,378.86,378.865,378.86,1.0
1183201_1,1183201,3.0,2.0,1.0,0.0,2.0,1.0,583.16,291.58,0.0,0.0
1183232_2,1183232,3.0,2.0,1.0,0.0,2.0,1.0,510.09,255.045,0.0,0.0
1183236_1,1183236,3.0,1.0,1.0,1.0,1.0,2.0,194.78,97.389,155.61,1.0
1183241_1,1183241,4.0,3.0,1.0,0.0,3.0,2.0,180.38,60.128,39.99,0.0
1183250_1,1183250,2.0,0.0,1.0,1.0,0.0,1.0,386.69,386.688,386.69,1.0
1183278_1,1183278,5.0,3.0,2.0,0.0,1.5,4.0,625.3,156.326,408.1,0.0
118335_1,118335,7.0,4.0,3.0,0.0,1.3333,4.0,99.13,16.522,0.0,0.0
1183398_1,1183398,17.0,13.0,4.0,0.0,3.25,10.0,1999.16,124.948,1369.02,0.0
1183412_1,1183412,6.0,4.0,2.0,0.0,2.0,2.0,244.05,48.81,0.0,0.0
1183412_3,1183412,3.0,1.0,1.0,1.0,1.0,1.0,407.79,203.894,382.56,1.0
1183431_1,1183431,11.0,8.0,3.0,0.0,2.6667,3.0,1244.38,124.438,0.0,0.0
1183470_2,1183470,7.0,6.0,1.0,0.0,6.0,5.0,753.3,125.55,232.3,0.0
1183536_1,1183536,5.0,3.0,1.0,1.0,3.0,1.0,1074.07,268.517,987.86,1.0
11836_1,11836,2.0,1.0,1.0,0.0,1.0,1.0,354.63,354.633,0.0,0.0
1183749_1,1183749,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1183759_1,1183759,3.0,2.0,1.0,0.0,2.0,2.0,107.84,53.922,28.09,0.0
1183769_1,1183769,3.0,1.0,1.0,1.0,1.0,1.0,381.75,190.876,334.32,1.0
1183770_5,1183770,7.0,4.0,1.0,2.0,4.0,2.0,661.11,110.185,543.68,1.0
1183793_1,1183793,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1183796_2,1183796,18.0,16.0,1.0,1.0,16.0,12.0,1992.28,117.193,677.27,1.0
1183811_2,1183811,7.0,5.0,1.0,1.0,5.0,2.0,423.69,70.615,338.18,1.0
1183850_1,1183850,4.0,3.0,1.0,0.0,3.0,2.0,291.35,97.117,0.0,0.0
1183866_1,1183866,2.0,1.0,1.0,0.0,1.0,1.0,32.26,32.264,0.0,0.0
1183876_1,1183876,6.0,3.0,2.0,1.0,1.5,2.0,2272.74,454.549,2268.92,1.0
1183928_1,1183928,13.0,12.0,1.0,0.0,12.0,3.0,4181.99,348.499,0.0,0.0
1183939_1,1183939,5.0,4.0,1.0,0.0,4.0,1.0,821.87,205.466,812.39,0.0
118394_2,118394,2.0,1.0,1.0,0.0,1.0,1.0,63.72,63.719,63.72,0.0
1183970_2,1183970,3.0,1.0,1.0,1.0,1.0,1.0,974.67,487.334,469.04,1.0
11839_1,11839,2.0,1.0,1.0,0.0,1.0,1.0,37.12,37.116,0.0,0.0
1184070_1,1184070,7.0,4.0,3.0,0.0,1.3333,4.0,402.04,67.007,0.0,0.0
118417_1,118417,3.0,2.0,1.0,0.0,2.0,1.0,717.7,358.849,0.0,0.0
1184189_1,1184189,5.0,3.0,1.0,1.0,3.0,2.0,838.25,209.562,792.98,1.0
1184191_1,1184191,3.0,2.0,1.0,0.0,2.0,1.0,637.2,318.602,0.0,0.0
1184217_1,1184217,2.0,1.0,1.0,0.0,1.0,1.0,138.02,138.016,0.0,0.0
1184219_1,1184219,4.0,3.0,1.0,0.0,3.0,2.0,587.55,195.852,558.32,0.0
1184224_1,1184224,2.0,1.0,1.0,0.0,1.0,1.0,44.4,44.399,0.0,0.0
1184241_2,1184241,21.0,13.0,8.0,0.0,1.625,14.0,2047.51,102.375,699.2,0.0
1184248_1,1184248,8.0,7.0,1.0,0.0,7.0,7.0,771.99,110.284,489.1,0.0
1184275_1,1184275,5.0,3.0,1.0,1.0,3.0,2.0,615.6,153.901,570.85,1.0
1184315_1,1184315,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1184315_2,1184315,10.0,4.0,4.0,2.0,1.0,6.0,1447.82,160.869,855.74,1.0
1184337_2,1184337,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1184360_1,1184360,2.0,1.0,1.0,0.0,1.0,2.0,99.97,99.967,0.0,0.0
1184363_1,1184363,4.0,2.0,1.0,1.0,2.0,2.0,805.95,268.649,737.94,1.0
1184392_1,1184392,5.0,3.0,1.0,1.0,3.0,1.0,860.62,215.156,298.13,1.0
1184428_1,1184428,8.0,4.0,2.0,2.0,2.0,3.0,452.65,64.664,260.9,1.0
118442_1,118442,4.0,2.0,2.0,0.0,1.0,1.0,1071.48,357.161,0.0,0.0
1184443_2,1184443,6.0,4.0,1.0,1.0,4.0,2.0,2081.82,416.365,2059.39,1.0
118444_1,118444,12.0,7.0,5.0,0.0,1.4,2.0,476.76,43.342,0.0,0.0
1184464_1,1184464,3.0,2.0,1.0,0.0,2.0,2.0,220.44,110.222,111.52,0.0
1184468_1,1184468,2.0,1.0,1.0,0.0,1.0,1.0,30.97,30.973,0.0,0.0
1184480_1,1184480,3.0,2.0,1.0,0.0,2.0,1.0,166.01,83.004,0.0,0.0
1184563_2,1184563,9.0,7.0,2.0,0.0,3.5,6.0,1095.23,136.903,0.0,0.0
1184563_3,1184563,15.0,12.0,3.0,0.0,4.0,9.0,1859.76,132.84,945.58,0.0
1184583_1,1184583,3.0,2.0,1.0,0.0,2.0,1.0,88.89,44.443,12.61,0.0
1184602_1,1184602,4.0,0.0,3.0,1.0,0.0,3.0,334.95,111.649,0.0,1.0
1184650_2,1184650,3.0,2.0,1.0,0.0,2.0,2.0,92.74,46.368,0.0,0.0
1184846_1,1184846,2.0,1.0,1.0,0.0,1.0,1.0,269.3,269.297,0.0,0.0
1184848_1,1184848,2.0,1.0,1.0,0.0,1.0,1.0,97.46,97.462,0.0,0.0
1184865_2,1184865,2.0,1.0,1.0,0.0,1.0,1.0,75.48,75.484,0.0,0.0
1184868_5,1184868,6.0,5.0,1.0,0.0,5.0,1.0,306.84,61.368,251.07,0.0
118487_1,118487,4.0,2.0,1.0,1.0,2.0,1.0,803.42,267.805,322.47,1.0
1184888_1,1184888,6.0,4.0,2.0,0.0,2.0,2.0,265.8,53.159,102.23,0.0
1184905_2,1184905,3.0,2.0,1.0,0.0,2.0,2.0,378.7,189.352,0.0,0.0
1184959_1,1184959,3.0,2.0,1.0,0.0,2.0,1.0,290.9,145.452,85.02,0.0
1185042_1,1185042,4.0,3.0,1.0,0.0,3.0,1.0,165.8,55.265,77.08,0.0
1185170_1,1185170,2.0,1.0,1.0,0.0,1.0,1.0,38.32,38.321,0.0,0.0
118521_2,118521,5.0,4.0,1.0,0.0,4.0,2.0,464.76,116.189,387.01,0.0
118521_3,118521,7.0,5.0,2.0,0.0,2.5,3.0,361.21,60.202,163.57,0.0
1185227_1,1185227,10.0,6.0,4.0,0.0,1.5,4.0,327.91,36.435,0.0,0.0
1185234_10,1185234,3.0,2.0,1.0,0.0,2.0,2.0,378.12,189.062,0.0,0.0
1185234_2,1185234,7.0,2.0,3.0,2.0,0.6667,3.0,1839.64,306.606,238.78,1.0
1185234_20,1185234,5.0,2.0,1.0,2.0,2.0,2.0,375.28,93.82,50.71,1.0
1185234_21,1185234,7.0,6.0,1.0,0.0,6.0,5.0,1301.28,216.88,1275.99,0.0
1185234_3,1185234,4.0,2.0,2.0,0.0,1.0,2.0,1022.42,340.808,0.0,0.0
1185234_33,1185234,13.0,12.0,1.0,0.0,12.0,9.0,1024.3,85.358,864.26,0.0
1185234_52,1185234,3.0,1.0,1.0,1.0,1.0,1.0,32.48,16.24,30.77,1.0
1185234_57,1185234,7.0,5.0,2.0,0.0,2.5,3.0,2192.6,365.434,2071.42,0.0
1185234_59,1185234,5.0,2.0,3.0,0.0,0.6667,4.0,18.98,4.744,0.0,0.0
1185246_1,1185246,6.0,5.0,1.0,0.0,5.0,6.0,1036.25,207.249,0.0,0.0
1185271_1,1185271,3.0,2.0,1.0,0.0,2.0,1.0,100.97,50.486,0.0,0.0
1185306_1,1185306,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1185316_1,1185316,24.0,23.0,1.0,0.0,23.0,18.0,3062.97,133.173,2572.64,0.0
1185343_2,1185343,16.0,13.0,3.0,0.0,4.3333,6.0,2378.63,158.575,229.12,0.0
1185354_1,1185354,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1185399_6,1185399,27.0,25.0,2.0,0.0,12.5,19.0,4258.73,163.797,240.28,0.0
118542_1,118542,4.0,3.0,1.0,0.0,3.0,4.0,507.34,169.112,207.85,0.0
118543_1,118543,4.0,2.0,1.0,1.0,2.0,2.0,441.08,147.025,351.71,1.0
118546_1,118546,2.0,1.0,1.0,0.0,1.0,1.0,50.0,50.003,0.0,0.0
1185499_1,1185499,3.0,2.0,1.0,0.0,2.0,2.0,210.18,105.092,198.34,0.0
1185510_1,1185510,4.0,3.0,1.0,0.0,3.0,1.0,121.82,40.608,0.0,0.0
118553_1,118553,2.0,1.0,1.0,0.0,1.0,1.0,4.28,4.277,0.0,0.0
1185548_1,1185548,3.0,2.0,1.0,0.0,2.0,2.0,395.04,197.52,0.0,0.0
1185548_2,1185548,10.0,7.0,2.0,1.0,3.5,3.0,2099.22,233.247,786.81,1.0
1185553_2,1185553,3.0,1.0,2.0,0.0,0.5,2.0,111.94,55.968,0.0,0.0
1185744_1,1185744,3.0,1.0,1.0,1.0,1.0,1.0,806.94,403.472,328.93,1.0
118581_1,118581,3.0,1.0,2.0,0.0,0.5,2.0,134.59,67.294,0.0,0.0
1185882_1,1185882,3.0,2.0,1.0,0.0,2.0,2.0,161.54,80.768,0.0,0.0
1185940_1,1185940,3.0,1.0,1.0,1.0,1.0,1.0,231.89,115.944,136.17,1.0
118594_1,118594,10.0,8.0,1.0,1.0,8.0,2.0,2221.43,246.825,566.27,1.0
1185984_1,1185984,2.0,1.0,1.0,0.0,1.0,1.0,88.8,88.796,0.0,0.0
1186146_1,1186146,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1186185_1,1186185,12.0,10.0,1.0,1.0,10.0,5.0,2493.04,226.64,2427.96,1.0
118626_1,118626,3.0,2.0,1.0,0.0,2.0,3.0,344.91,172.456,236.32,0.0
1186290_1,1186290,2.0,1.0,1.0,0.0,1.0,1.0,72.06,72.064,0.0,0.0
1186376_1,1186376,4.0,2.0,1.0,1.0,2.0,1.0,92.16,30.72,60.4,1.0
1186389_2,1186389,4.0,2.0,1.0,1.0,2.0,2.0,713.18,237.728,170.06,1.0
1186416_1,1186416,4.0,3.0,1.0,0.0,3.0,1.0,467.52,155.839,247.44,0.0
1186423_1,1186423,5.0,4.0,1.0,0.0,4.0,2.0,630.37,157.592,0.0,0.0
1186430_1,1186430,2.0,1.0,1.0,0.0,1.0,1.0,40.3,40.296,0.0,0.0
1186451_1,1186451,2.0,1.0,1.0,0.0,1.0,1.0,17.33,17.334,0.0,0.0
118646_1,118646,4.0,3.0,1.0,0.0,3.0,2.0,1477.99,492.664,1300.68,0.0
118653_1,118653,2.0,1.0,1.0,0.0,1.0,1.0,113.98,113.985,0.0,0.0
1186570_1,1186570,9.0,8.0,1.0,0.0,8.0,7.0,1329.62,166.202,0.0,0.0
1186600_1,1186600,2.0,1.0,1.0,0.0,1.0,1.0,141.37,141.368,141.37,0.0
118662_2,118662,9.0,7.0,2.0,0.0,3.5,6.0,1058.97,132.371,0.0,0.0
1186633_1,1186633,3.0,2.0,1.0,0.0,2.0,1.0,1774.6,887.298,1318.55,0.0
1186828_3,1186828,2.0,1.0,1.0,0.0,1.0,1.0,36.93,36.928,0.0,0.0
1186855_1,1186855,12.0,7.0,5.0,0.0,1.4,4.0,333.61,30.328,89.81,0.0
